NDB_No,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Cleaned_Desc
13023,70.29,155,20.72,7.37,1.02,0.0,0.0,0.0,5.0,1.92,23.0,201.0,330.0,79.0,4.31,0.08,0.014,16.4,0.0,0.1,0.17,3.94,0.35,0.42,7.0,0.0,7.0,7.0,86.5,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,,,1.3,2.59,3.46,0.23,62.0,28.35,1 oz,453.6,1 lb,beef brisket whole ln all grds
13047,67.13,198,19.42,12.73,1.71,0.0,0.0,0.0,12.0,1.99,19.0,175.0,289.0,68.0,4.55,0.063,0.01,14.2,0.0,0.049,0.154,4.818,0.576,0.355,6.0,0.0,6.0,6.0,67.4,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,,,1.1,5.335,4.8,0.532,62.0,85.0,1 serving,,,beef grass-fed ground
13350,53.8,153,31.1,1.94,10.4,2.76,0.0,2.7,8.0,2.42,19.0,181.0,235.0,2790.0,4.93,0.074,0.017,32.4,0.0,0.065,0.163,5.164,0.566,0.386,10.0,0.0,10.0,10.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,1.0,1.3,0.95,0.84,0.07,79.0,28.0,10 slices,,,beef cured dried
14054,88.43,50,0.63,1.25,0.37,9.38,0.4,8.75,188.0,0.53,12.0,19.0,75.0,71.0,0.63,0.067,0.083,0.2,4.4,0.022,0.177,0.103,0.035,0.006,1.0,0.0,1.0,1.0,2.0,1.25,208.0,63.0,62.0,0.0,0.0,0.0,0.0,0.0,2.81,1.0,42.0,0.0,0.0,0.625,0.208,0.0,240.0,8 fl oz,240.0,1 cup,beverages almond milk choc rtd
14106,86.86,82,0.07,0.0,0.2,2.6,0.0,0.96,9.0,0.27,10.0,18.0,71.0,5.0,0.12,0.004,0.117,0.1,0.0,0.005,0.015,0.108,0.045,0.05,1.0,0.0,1.0,1.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,29.4,1 fl oz,147.0,"1 serving,  (5 fl oz)",alcoholic bev wine table white
14130,86.7,51,0.0,0.0,0.1,13.3,0.0,13.3,5.0,0.05,1.0,0.0,1.0,12.0,0.07,0.008,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,1 fl oz,494.0,"1 can,  or bottle (16 fl oz)",carbonated bev cream soda
14136,91.23,34,0.0,0.0,0.01,8.76,0.0,8.9,3.0,0.18,1.0,0.0,1.0,7.0,0.05,0.018,0.013,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,1 fl oz,488.0,"1 can,  or bottle (16 fl oz)",beverages carb ginger ale
14157,89.3,41,0.0,0.0,0.1,10.6,0.0,10.6,5.0,0.05,1.0,0.0,1.0,13.0,0.07,0.007,0.013,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,1 fl oz,493.0,"1 can,  or bottle (16 fl oz)",beverages carb root beer
14160,86.85,84,0.07,0.0,0.22,2.16,0.0,0.96,9.0,0.27,10.0,18.0,71.0,5.0,0.12,0.004,0.117,0.1,0.0,0.005,0.015,0.108,0.045,0.05,1.0,,1.0,,,0.0,,,,,,,,,,,,,,,,,29.3,1 fl oz,147.0,"1 serving,  5 fl oz",alcoholic bev wine table white chardonnay
14180,99.47,2,0.3,0.0,0.0,0.23,0.0,0.0,2.0,0.02,4.0,3.0,50.0,1.0,0.02,0.005,0.032,0.0,0.0,0.02,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,1 cup,,,beverages coffee brewed brkfst blend
14210,97.8,9,0.12,0.18,0.23,1.67,0.0,0.0,2.0,0.13,80.0,7.0,115.0,14.0,0.05,0.05,0.05,0.0,0.2,0.001,0.177,5.207,0.028,0.002,1.0,0.0,1.0,1.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.1,0.092,0.0,0.092,0.0,29.6,1 fl oz,,,beverages coffee brewed espresso rest-prep
14282,85.3,57,0.0,0.0,0.12,14.55,0.1,14.11,7.0,0.13,6.0,6.0,33.0,9.0,0.03,0.022,0.2,0.1,26.5,0.225,0.354,0.142,0.023,0.035,1.0,0.0,1.0,1.0,0.3,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,19.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,31.3,1 fl oz,188.0,6 fl oz,beverages grape juice drk cnd
14327,86.7,51,0.3,0.1,0.2,12.7,0.1,12.06,5.0,0.1,5.0,8.0,80.0,2.0,0.04,0.032,0.009,0.1,20.0,0.02,0.01,0.2,0.068,0.037,7.0,0.0,7.0,7.0,0.5,0.0,183.0,9.0,0.0,2.0,79.0,60.0,0.0,47.0,0.11,0.0,0.0,0.1,0.01,0.031,0.022,0.0,31.2,1 fl oz,250.0,"1 cup,  (8 fl oz)",beverages orange & apricot juice drk cnd
14639,89.28,47,0.28,0.97,0.3,9.17,0.3,5.28,118.0,0.2,11.0,56.0,27.0,39.0,0.13,0.037,0.282,2.2,0.0,0.027,0.142,0.39,0.146,0.039,2.0,0.0,2.0,2.0,2.1,0.63,208.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.47,1.0,42.0,0.2,0.0,0.625,0.313,0.0,240.0,"8 fl oz,  (approximate weight, 1 serving)",,,beverages rice milk unswtnd
15001,73.37,131,20.35,4.84,1.44,0.0,0.0,0.0,147.0,3.25,41.0,174.0,383.0,104.0,1.72,0.211,0.07,36.5,0.0,0.055,0.256,14.024,0.645,0.143,9.0,0.0,9.0,9.0,,0.62,50.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.57,,,0.1,1.282,1.182,1.637,60.0,85.0,3 oz,,,anchovy european
15013,78.93,98,18.99,1.91,1.2,0.0,0.0,,12.0,0.4,17.0,152.0,354.0,55.0,0.37,0.072,0.067,12.6,0.0,0.088,0.1,2.51,0.75,0.3,15.0,0.0,15.0,15.0,,1.0,100.0,30.0,30.0,,,,,,,,,,0.421,0.469,0.613,50.0,79.0,1 fillet,85.0,3 oz,cisco
15033,83.38,74,16.32,0.45,1.28,0.0,0.0,0.0,11.0,0.17,21.0,227.0,286.0,213.0,0.32,0.021,0.011,25.9,0.0,0.02,0.057,3.363,0.403,0.281,12.0,0.0,12.0,12.0,65.0,1.83,57.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.45,0.5,18.0,0.1,0.091,0.061,0.166,54.0,85.0,3 oz,193.0,1 fillet,haddock
15035,71.48,116,25.23,0.96,1.62,0.0,0.0,0.0,49.0,1.4,54.0,251.0,415.0,763.0,0.5,0.042,0.03,42.9,0.0,0.047,0.049,5.073,0.17,0.4,15.0,0.0,15.0,15.0,92.3,1.6,80.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.55,0.8,34.0,0.1,0.173,0.157,0.321,77.0,28.35,"1 oz, boneless",17.0,"1 cubic inch, boneless",haddock smoked
15073,75.67,76,16.41,0.7,1.08,0.0,0.0,0.0,9.0,1.01,17.0,107.0,167.0,72.0,0.23,0.075,0.05,66.7,0.0,0.031,0.045,1.53,0.051,0.052,26.0,0.0,26.0,26.0,,0.38,70.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,1.2,,,0.7,0.015,0.239,0.109,60.0,85.0,3 oz,,,roughy orange
15077,72.0,117,18.28,4.32,2.62,0.0,0.0,0.0,11.0,0.85,18.0,164.0,175.0,672.0,0.31,0.23,0.017,32.4,0.0,0.023,0.101,4.72,0.87,0.278,2.0,0.0,2.0,2.0,89.0,3.26,87.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,1.35,17.1,685.0,0.1,0.929,2.023,0.995,23.0,28.35,"1 oz, boneless",85.0,3 oz,salmon chinook smoked
15079,75.38,120,20.14,3.77,1.18,0.0,0.0,,11.0,0.55,22.0,283.0,429.0,50.0,0.47,0.055,0.015,36.5,0.0,0.08,0.18,7.0,0.75,0.4,4.0,0.0,4.0,4.0,,3.0,99.0,30.0,30.0,,,,,,1.09,,,,0.84,1.541,0.898,74.0,85.0,3 oz,198.0,.5 fillet,salmon chum
15128,63.16,187,16.04,9.26,2.14,9.41,0.0,,17.0,1.0,19.0,178.0,178.0,402.0,0.56,0.145,0.04,41.2,2.2,0.031,0.07,6.7,0.26,0.081,8.0,0.0,8.0,8.0,,1.2,97.0,24.0,22.0,,,,,,,,,,1.544,2.887,4.122,13.0,85.0,3 oz,205.0,1 cup,tuna salad
15139,79.02,87,18.06,1.08,1.81,0.04,0.0,,89.0,0.74,34.0,229.0,329.0,293.0,3.54,0.669,0.15,37.4,3.0,0.08,0.04,2.7,0.35,0.15,44.0,0.0,44.0,44.0,,9.0,5.0,2.0,2.0,,,,,,,,,,0.222,0.192,0.387,78.0,85.0,3 oz,21.0,1 crab,crab blue
15152,75.85,100,20.42,1.36,2.54,0.0,0.0,0.0,145.0,2.13,33.0,195.0,80.0,870.0,1.96,0.262,0.396,47.5,4.1,0.007,0.015,0.558,0.141,0.01,9.0,0.0,9.0,9.0,80.9,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.188,0.108,0.684,252.0,128.0,1 cup,28.35,1 oz,shrimp mxd sp cnd
16005,65.17,155,5.54,5.15,2.51,21.63,5.5,,61.0,1.99,43.0,109.0,358.0,422.0,0.73,0.159,0.255,5.7,1.1,0.136,0.049,0.408,0.155,0.09,48.0,0.0,48.0,48.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,1.948,2.133,0.74,5.0,253.0,1 cup,,,beans baked home prepared
16009,71.46,106,5.19,1.55,1.81,19.99,5.5,,53.0,1.7,34.0,108.0,309.0,414.0,1.46,0.215,0.361,4.7,2.0,0.053,0.038,0.447,0.1,0.064,36.0,0.0,36.0,36.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.599,0.673,0.199,7.0,253.0,1 cup,,,beans bkd cnd with pork
16014,11.02,341,21.6,1.42,3.6,62.36,15.5,2.12,123.0,5.02,171.0,352.0,1483.0,5.0,3.65,0.841,1.06,3.2,0.0,0.9,0.193,1.955,0.899,0.286,444.0,0.0,444.0,444.0,66.4,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,5.6,0.366,0.123,0.61,0.0,194.0,1 cup,12.1,1 tbsp,beans black mature seeds
16024,10.7,339,21.86,1.14,3.93,62.37,20.2,2.26,175.0,5.47,189.0,447.0,1387.0,14.0,2.31,0.837,1.423,12.9,5.3,0.653,0.237,1.955,1.098,0.447,482.0,0.0,482.0,482.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,6.0,0.356,0.053,0.477,0.0,183.0,1 cup,,,beans great northern mature seeds
16032,11.75,337,22.53,1.06,3.37,61.29,15.2,2.1,83.0,6.69,138.0,406.0,1359.0,12.0,2.79,0.699,1.111,3.2,4.5,0.608,0.215,2.11,0.78,0.397,394.0,0.0,394.0,394.0,65.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,5.6,0.154,0.082,0.586,0.0,184.0,1 cup,12.2,1 tbsp,beans kidney red mature seeds
16042,11.33,347,21.42,1.23,3.46,62.55,15.5,2.11,113.0,5.07,176.0,411.0,1393.0,12.0,2.28,0.893,1.148,27.9,6.3,0.713,0.212,1.174,0.785,0.474,525.0,0.0,525.0,525.0,66.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,5.6,0.235,0.229,0.407,0.0,193.0,1 cup,12.0,1 tbsp,beans pinto mature seeds
16056,7.68,378,20.47,6.04,2.85,62.95,12.2,10.7,57.0,4.31,79.0,252.0,718.0,24.0,2.76,0.656,21.306,0.0,4.0,0.477,0.212,1.541,1.588,0.535,557.0,0.0,557.0,557.0,99.3,0.0,67.0,3.0,0.0,0.0,40.0,0.0,0.0,0.0,0.82,0.0,0.0,9.0,0.603,1.377,2.731,0.0,200.0,1 cup,12.5,1 tbsp,chickpeas mature seeds
16059,75.51,103,6.12,3.76,1.38,13.24,3.3,1.65,47.0,3.43,45.0,154.0,365.0,423.0,2.0,0.117,0.134,1.3,1.7,0.048,0.105,0.358,1.42,0.132,23.0,0.0,23.0,23.0,20.2,0.0,337.0,17.0,0.0,0.0,180.0,43.0,1069.0,107.0,0.52,0.0,0.0,1.9,1.133,1.601,0.249,17.0,256.0,1 cup,16.0,1 tbsp,chili with beans canned
16091,6.39,570,26.15,49.6,2.03,15.83,9.5,,106.0,3.91,188.0,388.0,744.0,22.0,2.12,0.9,2.64,7.2,0.0,0.675,0.135,15.925,1.769,0.348,240.0,0.0,240.0,240.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,7.098,22.325,17.238,0.0,146.0,1 cup,28.35,1 oz,peanuts spanish
16114,59.65,192,20.29,10.8,1.62,7.64,,,111.0,2.7,81.0,266.0,412.0,9.0,1.14,0.56,1.3,0.0,0.0,0.078,0.358,2.64,0.278,0.215,24.0,0.0,24.0,24.0,,0.08,0.0,0.0,0.0,,,,,,,0.0,0.0,,2.539,3.205,4.3,0.0,166.0,1 cup,,,tempeh
16124,66.0,60,10.51,0.1,17.82,5.57,0.8,1.7,20.0,2.38,40.0,130.0,212.0,5586.0,0.43,0.135,0.499,0.8,0.0,0.059,0.152,3.951,0.376,0.2,18.0,0.0,18.0,18.0,38.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.017,0.044,0.0,18.0,1 tbsp,6.0,1 tsp,soy sauce made from soy
16129,50.52,270,18.82,20.18,1.62,8.86,3.9,2.72,372.0,4.87,60.0,287.0,146.0,16.0,1.99,0.398,1.495,28.5,0.0,0.17,0.05,0.1,0.14,0.099,27.0,0.0,27.0,27.0,106.3,0.0,27.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.04,0.0,0.0,7.8,2.918,4.456,11.39,0.0,28.35,1 oz,13.0,1 piece,tofu fried
16137,64.87,177,4.86,8.59,1.56,20.12,4.0,0.27,49.0,1.56,29.0,110.0,173.0,242.0,1.09,0.224,0.567,2.4,7.9,0.089,0.052,0.399,0.287,0.399,59.0,0.0,59.0,59.0,27.8,0.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.75,0.0,0.0,3.0,1.141,4.865,2.109,0.0,15.0,1 tablespoon,246.0,1 cup,hummus home prep
16156,1.48,593,26.06,51.47,3.3,17.69,5.7,10.94,45.0,17.5,370.0,316.0,744.0,366.0,15.1,1.77,,7.5,0.0,0.125,0.112,13.64,,2.52,313.0,221.0,92.0,467.0,61.1,0.0,3907.0,1172.0,1172.0,0.0,0.0,0.0,0.0,0.0,43.2,0.0,0.0,0.5,7.972,24.366,14.648,0.0,32.0,2 tbsp,258.0,1 cup,peanut butter chunky vitamin&mineral fort
16157,10.28,387,22.39,6.69,2.82,57.82,10.8,10.85,45.0,4.86,166.0,318.0,846.0,64.0,2.81,0.912,1.6,8.3,0.0,0.486,0.106,1.762,0.606,0.492,437.0,0.0,437.0,437.0,,0.0,41.0,2.0,0.0,0.0,25.0,0.0,0.0,0.0,0.83,0.0,0.0,9.1,0.693,1.504,2.983,0.0,92.0,1 cup,,,chickpea flour
16161,89.0,55,4.8,2.7,0.6,2.9,0.1,1.31,31.0,0.82,29.0,62.0,180.0,5.0,0.52,0.207,,,0.0,0.1,0.04,0.3,,0.011,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.357,0.522,1.55,0.0,84.0,1 slice,,,mori-nu tofu silken soft
16162,87.4,62,6.9,2.7,0.6,2.4,0.1,1.27,32.0,1.03,27.0,90.0,194.0,36.0,0.61,0.203,,,0.0,0.101,0.041,0.247,,0.011,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.406,0.539,1.485,0.0,84.0,1 slice,,,mori-nu tofu silken firm
16223,90.98,45,2.94,1.99,0.64,3.45,0.4,2.53,140.0,0.49,,,141.0,50.0,0.24,0.123,,2.3,7.2,0.062,0.199,3.292,,0.233,32.0,,32.0,,,1.08,393.0,,,,,,,,2.52,1.2,47.0,,0.206,0.412,1.19,0.0,243.0,1 cup,,,soymilk enhanced
16252,84.67,66,2.64,1.76,1.24,9.69,0.4,5.29,132.0,,,,,13.0,,,,,13.2,,,,,,,,,,,,0.0,,,,,,,,,1.3,53.0,,0.22,,,0.0,227.0,1 container,,,silk plain soy yogurt
16253,77.0,94,2.35,1.18,1.24,18.24,0.6,12.94,176.0,0.64,,,,15.0,,,,,17.6,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,0.0,170.0,1 container,,,silk strawberry soy yogurt
16392,1.78,579,28.01,49.04,3.72,17.45,8.9,,100.0,2.28,168.0,387.0,776.0,6.0,2.0,0.661,2.355,7.5,0.0,0.317,0.085,14.933,1.392,0.256,126.0,0.0,126.0,126.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,7.555,22.073,17.008,0.0,147.0,1 cup,28.35,1 oz,peanuts spanish oil-roasted unsalted
16399,0.99,608,24.47,54.17,3.37,17.0,6.1,3.11,45.0,1.67,191.0,426.0,780.0,356.0,3.08,0.476,1.85,,,0.055,0.087,12.875,0.87,0.292,,,,,94.5,,,,,,,,,,10.34,,,,9.691,36.614,6.95,,16.0,1 tbsp,,,peanut butter w/ omega-3 creamy
17099,75.82,107,21.28,1.76,1.14,0.0,0.0,,5.0,0.8,27.0,223.0,372.0,64.0,2.34,0.11,0.029,9.1,0.0,0.08,0.28,9.56,1.09,0.47,14.0,0.0,14.0,14.0,,1.05,0.0,0.0,0.0,,,,,,0.29,,,,0.53,0.56,0.18,78.0,28.35,1 oz,453.6,1 lb,veal leg ln
17224,59.47,282,16.56,23.41,0.87,0.0,0.0,0.0,16.0,1.55,21.0,157.0,222.0,59.0,3.41,0.101,0.019,18.8,0.0,0.11,0.21,5.96,0.65,0.13,18.0,0.0,18.0,18.0,69.3,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,2.0,3.6,10.19,9.6,1.85,73.0,28.35,1 oz,113.0,4 oz,lamb ground
17338,68.84,172,21.76,8.82,1.04,0.0,0.0,0.0,12.0,2.75,22.0,195.0,322.0,79.0,5.4,0.15,0.023,8.0,0.0,0.125,0.26,4.89,0.96,0.336,7.0,0.0,7.0,7.0,,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,,,,3.469,2.507,0.415,66.0,102.0,"1 patty,  ( yield from 102.2 g raw meat )",,,game meat elk ground
17392,72.43,151,19.84,7.97,1.0,0.0,0.0,0.0,23.0,1.24,20.0,175.0,323.0,81.0,3.48,0.087,0.007,4.8,0.0,0.08,0.145,4.297,0.337,0.121,,,,,,2.89,17.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,1.0,,3.12,2.172,0.38,71.0,113.0,4 oz,,,lamb nz imp neck chops ln
18003,32.7,278,10.6,2.1,1.6,53.0,2.3,,13.0,3.98,25.0,84.0,68.0,505.0,0.77,0.09,0.41,30.6,0.6,0.536,0.235,3.443,0.671,0.087,88.0,66.0,22.0,134.0,,0.16,109.0,33.0,33.0,,,,,,,,,,0.421,0.42,0.642,24.0,28.35,1 oz,26.0,"1 mini bagel,  (2-1/2"" dia)",bagels egg
18021,47.2,195,5.2,1.5,2.8,43.3,4.7,2.42,70.0,2.1,63.0,112.0,318.0,631.0,0.5,0.08,1.02,21.9,0.0,0.014,0.115,1.12,0.566,0.082,11.0,4.0,7.0,14.0,23.5,0.01,87.0,25.0,25.0,1.0,2.0,0.0,0.0,71.0,0.32,0.0,0.0,2.5,0.282,0.207,0.564,1.0,28.35,1 oz,45.0,1 slice,bread boston brown canned
18027,34.7,287,9.5,6.0,1.8,47.8,2.3,1.78,93.0,3.04,19.0,106.0,115.0,380.0,0.79,0.162,0.5,30.1,0.0,0.438,0.436,4.848,0.282,0.064,105.0,35.0,70.0,130.0,84.3,0.1,211.0,63.0,63.0,0.0,0.0,0.0,0.0,45.0,0.26,0.4,16.0,0.9,1.593,2.302,1.106,51.0,28.35,1 oz,40.0,"1 slice,  (5"" x 3"" x 1/2"")",bread egg
18029,33.0,272,10.75,2.42,1.96,51.88,2.2,4.62,52.0,3.91,32.0,105.0,117.0,602.0,1.04,0.152,0.577,28.6,0.0,0.71,0.427,4.817,0.455,0.107,123.0,67.0,56.0,170.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.21,0.0,0.0,0.7,0.529,0.362,0.855,0.0,28.35,1 oz,139.0,1 slice,bread french
18033,35.7,271,8.8,3.5,1.9,50.1,3.2,3.17,78.0,2.94,27.0,103.0,110.0,550.0,0.86,0.191,0.464,27.2,0.0,0.473,0.292,4.381,0.378,0.048,191.0,161.0,30.0,304.0,14.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.29,0.0,0.0,1.2,0.0,0.812,1.39,0.0,28.35,1 oz,30.0,"1 slice,  large (4-1/2"" x 3-1/4"" x 3/4"")",bread italian
18039,36.7,269,8.4,4.4,2.0,48.5,4.0,8.14,66.0,2.7,37.0,126.0,142.0,447.0,1.02,0.209,0.94,24.6,0.0,0.399,0.24,3.136,0.341,0.068,62.0,35.0,27.0,87.0,18.7,0.03,16.0,5.0,5.0,0.0,0.0,0.0,0.0,72.0,0.48,0.0,0.0,1.5,0.703,1.578,1.702,0.0,28.35,1 oz,27.0,1 slice,bread oatmeal
18042,30.6,262,9.8,1.71,2.0,55.89,6.1,2.87,15.0,3.06,69.0,180.0,170.0,527.0,1.52,0.29,1.74,44.0,0.0,0.339,0.08,2.84,0.831,0.265,35.0,0.0,35.0,35.0,26.5,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,53.0,0.61,0.0,0.0,1.4,0.147,0.247,0.747,0.0,64.0,"1 pita,  large (6-1/2"" dia)",28.0,"1 pita,  small  (4"" dia)",bread pita whole-wheat
18044,37.9,250,8.7,3.1,2.6,47.5,6.5,0.53,68.0,2.87,54.0,178.0,208.0,596.0,1.48,0.287,1.305,24.5,0.0,0.327,0.305,3.091,0.404,0.126,93.0,59.0,34.0,134.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.42,0.0,0.0,0.8,0.437,0.932,1.237,0.0,28.35,1 oz,26.0,"1 slice,  regular",bread pumpernickel
18047,33.6,274,7.9,4.4,1.8,52.3,4.3,5.68,66.0,2.9,26.0,109.0,227.0,347.0,0.72,0.198,0.501,20.0,0.1,0.339,0.398,3.466,0.387,0.069,106.0,72.0,34.0,156.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.28,0.0,0.0,1.7,1.081,2.294,0.679,0.0,28.35,1 oz,32.0,"1 slice,  large",bread raisin enriched
18060,37.3,259,8.5,3.3,2.5,48.3,5.8,3.85,73.0,2.83,40.0,125.0,166.0,603.0,1.14,0.186,0.824,30.9,0.4,0.434,0.335,3.805,0.44,0.075,110.0,59.0,51.0,151.0,14.6,0.0,7.0,0.0,0.0,0.0,4.0,1.0,0.0,54.0,0.33,0.0,0.0,1.2,0.626,1.311,0.799,0.0,28.35,1 oz,32.0,"1 slice,  regular",bread rye
18066,37.8,248,8.8,3.4,2.2,47.8,4.0,9.68,74.0,3.07,81.0,185.0,227.0,486.0,1.35,0.221,1.668,31.0,0.0,0.397,0.287,4.402,0.536,0.176,105.0,80.0,25.0,161.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.32,0.0,0.0,1.3,0.779,1.618,0.649,0.0,28.35,1 oz,36.0,1 slice,bread wheat bran
18069,36.42,266,8.85,3.33,1.98,49.42,2.7,5.67,144.0,3.61,23.0,98.0,126.0,490.0,0.74,0.101,0.536,22.0,0.0,0.533,0.243,4.78,0.536,0.087,111.0,86.0,25.0,171.0,14.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.22,0.0,0.0,0.2,0.698,0.599,1.602,0.0,29.0,1 slice,28.35,1 oz,bread white
18086,33.2,258,5.9,0.8,2.3,57.8,1.5,,140.0,0.52,12.0,324.0,93.0,749.0,0.07,0.078,0.085,7.3,0.0,0.102,0.491,0.883,0.198,0.031,35.0,32.0,3.0,57.0,,0.06,0.0,0.0,0.0,,,,,,,,,,0.121,0.071,0.367,0.0,28.0,"1 piece,  (1/12 of 12 oz cake)",340.0,"1 cake,  (9"" dia x 4"")",cake angelfood
18097,3.9,391,4.6,8.14,3.2,80.16,2.3,39.53,133.0,2.92,41.0,286.0,337.0,767.0,0.78,0.272,0.213,3.3,0.1,0.21,0.17,2.417,0.211,0.031,54.0,44.0,10.0,85.0,3.3,0.5,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.65,0.0,0.0,2.2,2.022,2.803,2.269,0.0,28.35,1 oz,517.0,"1 package,  (18.25 oz)",cake pudding-type choc dry mix
18131,6.0,397,3.0,8.4,2.9,79.6,,,26.0,1.99,10.0,296.0,149.0,260.0,0.3,0.057,0.3,2.5,0.0,0.289,0.179,2.395,0.196,0.018,69.0,60.0,9.0,111.0,,0.0,0.0,0.0,0.0,,,,,,,,,,1.251,3.48,3.183,0.0,28.35,1 oz,227.0,"1 package,  (8 oz)",cake white dry mix spl dietary
18142,4.0,423,4.0,9.8,2.2,80.0,0.7,44.21,115.0,1.57,9.0,253.0,63.0,860.0,0.27,0.058,0.28,2.4,0.0,0.307,0.188,2.588,0.242,0.016,104.0,95.0,9.0,171.0,4.8,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.77,0.0,0.0,2.5,2.469,5.496,1.295,0.0,28.35,1 oz,524.0,"1 package,  (18.50 oz)",cake pudding-type yellow dry mix
